38,      0.1782,    -126,    -0.2438
35,      0.7864,    -125,    -0.5420
37,      0.0002,    -122,    -0.9247
37,      0.7944,    -123,    -0.3835
37,      0.7069,    -124,    -0.0036
38,      0.1141,    -125,    -0.4382
